# wavenumber (k), Specular Transmittance [-]
 99.55684000,  0.02101000
 99.79790000,  0.01969000
100.03895000,  0.01800000
100.28001000,  0.01652000
100.52107000,  0.01568000
100.76213000,  0.01531000
101.00318000,  0.01532000
101.24424000,  0.01538000
101.48530000,  0.01513000
101.72636000,  0.01496000
101.96741000,  0.01520000
102.20847000,  0.01561000
102.44953000,  0.01636000
102.69059000,  0.01669000
102.93165000,  0.01597000
103.17270000,  0.01456000
103.41376000,  0.01232000
103.65482000,  0.01056000
103.89588000,  0.01003000
104.13693000,  0.01103000
104.37799000,  0.01362000
104.61905000,  0.01672000
104.86011000,  0.01962000
105.10117000,  0.02187000
105.34222000,  0.02295000
105.58328000,  0.02267000
105.82434000,  0.02068000
106.06540000,  0.01727000
106.30645000,  0.01347000
106.54751000,  0.01073000
106.78857000,  0.00994000
107.02963000,  0.01091000
107.27068000,  0.01253000
107.51174000,  0.01369000
107.75280000,  0.01389000
107.99386000,  0.01347000
108.23492000,  0.01309000
108.47597000,  0.01294000
108.71703000,  0.01281000
108.95809000,  0.01215000
109.19915000,  0.01031000
109.44020000,  0.00778000
109.68126000,  0.00566000
109.92232000,  0.00532000
110.16338000,  0.00693000
110.40443000,  0.01026000
110.64549000,  0.01400000
110.88655000,  0.01634000
111.12761000,  0.01602000
111.36867000,  0.01390000
111.60972000,  0.01099000
111.85078000,  0.00858000
112.09184000,  0.00697000
112.33290000,  0.00676000
112.57395000,  0.00789000
112.81501000,  0.01009000
113.05607000,  0.01331000
113.29713000,  0.01664000
113.53819000,  0.01911000
113.77924000,  0.01972000
114.02030000,  0.01778000
114.26136000,  0.01416000
114.50242000,  0.01062000
114.74347000,  0.00874000
114.98453000,  0.00897000
115.22559000,  0.01065000
115.46665000,  0.01241000
115.70770000,  0.01331000
115.94876000,  0.01326000
116.18982000,  0.01291000
116.43088000,  0.01323000
116.67194000,  0.01481000
116.91299000,  0.01686000
117.15405000,  0.01862000
117.39511000,  0.01934000
117.63617000,  0.01852000
117.87722000,  0.01588000
118.11828000,  0.01267000
118.35934000,  0.00953000
118.60040000,  0.00706000
118.84145000,  0.00550000
119.08251000,  0.00511000
119.32357000,  0.00580000
119.56463000,  0.00708000
119.80569000,  0.00794000
120.04674000,  0.00886000
120.28780000,  0.01002000
120.52886000,  0.01196000
120.76992000,  0.01475000
121.01097000,  0.01801000
121.25203000,  0.02066000
121.49309000,  0.02152000
121.73415000,  0.02016000
121.97521000,  0.01731000
122.21626000,  0.01423000
122.45732000,  0.01207000
122.69838000,  0.01111000
122.93944000,  0.01097000
123.18049000,  0.01113000
123.42155000,  0.01150000
123.66261000,  0.01229000
123.90367000,  0.01352000
124.14472000,  0.01461000
124.38578000,  0.01480000
124.62684000,  0.01391000
124.86790000,  0.01261000
125.10896000,  0.01189000
